Part/Size:Vector3:2, 4.400000095367432, 2/Position:Vector3:-262.0010681152344, 20.076597213745117, -601.002685546875/Color:Color3:0.768627, 0.156863, 0.109804/Name:string:Smooth Block Model/Orientation:Vector3:-0.15800000727176666, 179.99899291992188, 0.6669999957084656/Anchored:boolean:true/CanCollide:boolean:true/
Part/Size:Vector3:5, 0.4000000059604645, 12/Position:Vector3:-264.5044250488281, 19.792028427124023, -595.0035400390625/Color:Color3:0.768627, 0.156863, 0.109804/Name:string:Smooth Block Model/Orientation:Vector3:0.15800000727176666, -0.0010000000474974513, -0.6669999957084656/Anchored:boolean:true/CanCollide:boolean:true/
Seat/Size:Vector3:2, 0.4000000059604645, 2/Position:Vector3:-265.000244140625, 20.14952278137207, -592.0025634765625/Color:Color3:0.768627, 0.156863, 0.109804/Name:string:Seat/Orientation:Vector3:0.6669999957084656, 90.0009994506836, 0.1589999943971634/Anchored:boolean:false/CanCollide:boolean:true/
Seat/Size:Vector3:2, 0.4000000059604645, 2/Position:Vector3:-264.9996032714844, 20.20781898498535, -595.0023803710938/Color:Color3:0.768627, 0.156863, 0.109804/Name:string:Seat/Orientation:Vector3:0.6669999957084656, 90.0009994506836, 0.1589999943971634/Anchored:boolean:false/CanCollide:boolean:true/
Seat/Size:Vector3:2, 0.4000000059604645, 2/Position:Vector3:-264.9999084472656, 20.186119079589844, -598.00244140625/Color:Color3:0.768627, 0.156863, 0.109804/Name:string:Seat/Orientation:Vector3:0.6669999957084656, 90.0009994506836, 0.1589999943971634/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 0.4000000059604645, 2/Position:Vector3:-305, 17.399995803833008, -594.5/Color:Color3:0.631373, 0.647059, 0.635294/Name:string:remote/Orientation:Vector3:0, -90, 0/Anchored:boolean:true/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-158.5, 16, -422/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-156.5, 16, -422/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-160.5, 16, -422/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-162.5, 16, -422/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-164.5, 16, -422/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-166.5, 16, -422/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-146.5, 16, -429/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-144.5, 16, -429/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-152.5, 16, -429/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-156.5, 16, -429/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-154.5, 16, -429/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-144.5, 16, -422/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-146.5, 16, -422/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-158.5, 16, -429/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-160.5, 16, -429/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-150.5, 16, -422/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-150.5, 16, -429/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-148.5, 16, -429/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-148.5, 16, -422/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-154.5, 16, -422/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-152.5, 16, -422/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-164.5, 16, -429/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-162.5, 16, -429/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-166.5, 16, -429/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-142.5, 16, -429/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-142.5, 16, -422/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-136.5, 16, -429/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-138.5, 16, -429/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-140.5, 16, -429/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-138.5, 16, -422/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-140.5, 16, -422/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:1, 7.200000286102295, 6/Position:Vector3:-136.5, 16, -422/Color:Color3:0.27451, 0.403922, 0.643137/Name:string:Smooth Block Model/Orientation:Vector3:0, 0, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-158, 22.600004196166992, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-158, 19.000001907348633, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-153, 20.200002670288086, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-158, 15.399999618530273, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-153, 19.000001907348633, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-153, 21.40000343322754, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-158, 21.40000343322754, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-158, 17.80000114440918, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-153, 17.80000114440918, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-158, 16.600000381469727, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-158, 14.199999809265137, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-158, 13, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-153, 16.600000381469727, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-153, 14.199999809265137, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-153, 15.399999618530273, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-153, 13, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-158, 20.200002670288086, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-143, 19.000001907348633, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-143, 17.80000114440918, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-143, 22.600004196166992, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-143, 21.40000343322754, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-143, 16.600000381469727, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-148, 21.40000343322754, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-148, 22.600004196166992, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-143, 20.200002670288086, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-148, 20.200002670288086, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-148, 15.399999618530273, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-148, 17.80000114440918, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-148, 16.600000381469727, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-148, 14.199999809265137, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-148, 13, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-143, 14.199999809265137, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-148, 19.000001907348633, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-143, 13, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-143, 15.399999618530273, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 1.2000000476837158, 4/Position:Vector3:-153, 22.600004196166992, -406/Color:Color3:0.886275, 0.607843, 0.25098/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:16, 0.4000000059604645, 8/Position:Vector3:-119, 18.199995040893555, -438/Color:Color3:0.388235, 0.372549, 0.384314/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:16, 0.4000000059604645, 8/Position:Vector3:-119, 18.599994659423828, -438/Color:Color3:0.639216, 0.635294, 0.647059/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:16, 0.4000000059604645, 8/Position:Vector3:-119, 18.9999942779541, -438/Color:Color3:0.388235, 0.372549, 0.384314/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:16, 0.4000000059604645, 8/Position:Vector3:-119, 19.399993896484375, -438/Color:Color3:0.639216, 0.635294, 0.647059/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:16, 0.4000000059604645, 8/Position:Vector3:-119, 19.79999351501465, -438/Color:Color3:0.388235, 0.372549, 0.384314/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:16, 0.4000000059604645, 8/Position:Vector3:-119, 17.399995803833008, -438/Color:Color3:0.388235, 0.372549, 0.384314/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:16, 0.4000000059604645, 8/Position:Vector3:-119, 17.79999542236328, -438/Color:Color3:0.639216, 0.635294, 0.647059/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:16, 0.4000000059604645, 8/Position:Vector3:-119, 16.199996948242188, -438/Color:Color3:0.639216, 0.635294, 0.647059/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:16, 0.4000000059604645, 8/Position:Vector3:-119, 16.999996185302734, -438/Color:Color3:0.639216, 0.635294, 0.647059/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:16, 0.4000000059604645, 8/Position:Vector3:-119, 16.59999656677246, -438/Color:Color3:0.388235, 0.372549, 0.384314/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:16, 0.4000000059604645, 8/Position:Vector3:-119, 15.799996376037598, -438/Color:Color3:0.388235, 0.372549, 0.384314/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:16, 0.4000000059604645, 8/Position:Vector3:-119, 15.399996757507324, -438/Color:Color3:0.639216, 0.635294, 0.647059/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:16, 0.4000000059604645, 8/Position:Vector3:-119, 14.199997901916504, -438/Color:Color3:0.388235, 0.372549, 0.384314/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:16, 0.4000000059604645, 8/Position:Vector3:-119, 14.599997520446777, -438/Color:Color3:0.639216, 0.635294, 0.647059/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:16, 0.4000000059604645, 8/Position:Vector3:-119, 14.99999713897705, -438/Color:Color3:0.388235, 0.372549, 0.384314/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 0.4000000059604645, 12/Position:Vector3:-113, 17.79999542236328, -426.5/Color:Color3:0.639216, 0.635294, 0.647059/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
Part/Size:Vector3:4, 0.4000000059604645, 12/Position:Vector3:-113, 15.799996376037598, -426.5/Color:Color3:0.388235, 0.372549, 0.384314/Name:string:Smooth Block Model/Orientation:Vector3:0, 180, 0/Anchored:boolean:false/CanCollide:boolean:true/
